AppID,Name,Releasedate,Requiredage,Price,DLCcount,Windows,Mac,Linux,Achievements,Developers,Publishers,Categories,Genres,Positive,Negative
20200,Galactic Bowling,21-Oct-08,0,19.99,0,TRUE,FALSE,FALSE,30,Perpetual FX Creative,Perpetual FX Creative,"Single-player,Multi-player,Steam Achievements,Partial Controller Support","Casual,Indie,Sports",6,11
655370,Train Bandit,12-Oct-17,0,0.99,0,TRUE,TRUE,FALSE,12,Rusty Moyher,Wild Rooster,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie",53,5
1732930,Jolt Project,17-Nov-21,0,4.99,0,TRUE,FALSE,FALSE,0,Campi�o Games,Campi�o Games,Single-player,"Action,Adventure,Indie,Strategy",0,0
1355720,Henosis?,23-Jul-20,0,5.99,0,TRUE,TRUE,TRUE,0,Odd Critter Games,Odd Critter Games,"Single-player,Full controller support","Adventure,Casual,Indie",3,0
1139950,Two Weeks in Painland,03-Feb-20,0,0,0,TRUE,TRUE,FALSE,17,Unusual Games,Unusual Games,"Single-player,Steam Achievements","Adventure,Indie",50,8
1469160,Wartune Reborn,26-Feb-21,0,0,0,TRUE,FALSE,FALSE,0,7Road,7Road,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Strategy",87,49
1659180,TD Worlds,09-Jan-22,0,10.99,1,TRUE,FALSE,FALSE,62,MAKSIM VOLKAU,MAKSIM VOLKAU,"Single-player,Steam Achievements,Steam Cloud","Indie,Strategy",21,7
1968760,Legend of Rome - The Wrath of Mars,05-May-22,0,9.99,0,TRUE,FALSE,FALSE,0,magnussoft,magnussoft,"Single-player,Steam Cloud",Casual,0,0
1178150,MazM: Jekyll and Hyde,02-Apr-20,0,14.99,0,TRUE,FALSE,FALSE,25,Growing Seeds,"CFK Co., Ltd.","Single-player,Steam Achievements,Full controller support","Adventure,RPG,Simulation,Strategy",76,6
320150,Deadlings: Rotten Edition,11-Nov-14,0,3.99,0,TRUE,TRUE,TRUE,32,ONE MORE LEVEL,ONE MORE LEVEL,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie",225,45
1026420,WARSAW,02-Oct-19,0,23.99,0,TRUE,FALSE,FALSE,34,Pixelated Milk,"Pixelated Milk,gaming company","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Indie,RPG",589,212
485000,Cthulhu Realms,01-Jul-16,0,0,1,TRUE,TRUE,FALSE,0,"Wise Wizard Games, LLC","Wise Wizard Games, LLC","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,In-App Purchases,Remote Play Together",Strategy,147,58
1620060,Clockwork Dungeon,27-Aug-21,0,1.99,0,TRUE,FALSE,FALSE,25,Beardlings LLC,Beardlings LLC,"Single-player,Steam Achievements","Casual,Indie",5,0
825930,Royal Battleships,06-Apr-18,0,2.99,0,TRUE,TRUE,TRUE,19,Educational Games,Educational Games,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie",36,11
1454010,Diary of Lucie,25-Nov-20,0,12.99,0,TRUE,FALSE,FALSE,0,Parange Project,Parange Project,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy,Early Access",100,5
22670,Alien Breed 3: Descent,17-Nov-10,0,9.99,0,TRUE,FALSE,FALSE,13,Team17 Digital Ltd,Team17 Digital Ltd,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action,349,134
1330820,Hunting Unlimited 3,06-Nov-20,0,9.99,0,TRUE,FALSE,FALSE,0,SCS Software,Ziggurat,Single-player,"Action,Casual,Simulation,Sports",17,0
346560,Hero of the Kingdom II,20-Feb-15,0,7.99,0,TRUE,TRUE,TRUE,48,Lonely Troops,Lonely Troops,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Indie,RPG",2046,120
1097880,Super Naughty Maid 2,20-Jun-19,0,9.59,2,TRUE,FALSE,FALSE,0,KENZsoft,Denpasoft,"Single-player,Steam Trading Cards","Casual,Indie",0,0
1362670,KHIO,24-Jul-20,0,9.99,0,TRUE,FALSE,FALSE,0,Necavare,Necavare,Single-player,"Action,Adventure,Casual,Indie,Early Access",3,1
290870,Steam Squad,28-Jul-16,0,17.99,1,TRUE,TRUE,TRUE,32,Bretwalda Games,Bretwalda Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Indie,Strategy",61,29
575760,Project: R.E.B.O.O.T 2,27-Jan-17,0,2.99,0,TRUE,FALSE,FALSE,0,Volens Nolens Games,Volens Nolens Games,"Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie",29,28
434030,Aerofly FS 2 Flight Simulator,20-Nov-17,0,37.49,23,TRUE,TRUE,TRUE,0,IPACS,IPACS,"Single-player,Partial Controller Support","Action,Indie,Racing,Simulation",1490,408
810740,Turtle Lu,22-Mar-18,0,2.99,0,TRUE,FALSE,FALSE,0,Falco Software,,Single-player,"Action,Adventure,Casual,Indie",4,10
2073470,Kanjozoku Game ????,16-Jul-22,0,5.99,0,TRUE,FALSE,FALSE,0,SG??????,SG??????,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support","Massively Multiplayer,Racing,Simulation,Sports",392,57
589250,PowersVR,10-Oct-20,0,9.99,0,TRUE,FALSE,FALSE,4,PseudoGames,PseudoGames,"Single-player,Steam Achievements","Action,Indie,Simulation",37,22
677880,Draw Your Game,10-Aug-17,0,4.99,0,TRUE,FALSE,FALSE,43,Zero One,Zero One,"Single-player,Steam Achievements,Partial Controller Support",Casual,18,50
1294780,Pathfinders: Memories,16-Feb-21,0,2.99,0,TRUE,TRUE,FALSE,60,Mens Sana Interactive,Mens Sana Interactive,"Single-player,Steam Achievements,Steam Leaderboards",Casual,38,4
1342850,Bright Days in Quarantine,18-Jul-20,0,1.99,0,TRUE,FALSE,FALSE,10,Delta Arcade,Delta Arcade,"Single-player,Full controller support","Casual,Indie,Simulation,Strategy",24,5
1177420,????/UncleNeighbor:uncle Dating Simulator,19-Jun-20,0,13.99,1,TRUE,TRUE,FALSE,73,GameUncle,GameUncle,"Single-player,Steam Achievements","Adventure,Casual,Indie,RPG,Simulation",0,0
793990,Dupio,06-Mar-18,0,11.99,0,TRUE,FALSE,FALSE,22,NedoStudio,NedoStudio,"Single-player,Steam Achievements","Casual,Indie",23,18
1727670,Home Office Tasker,08-Sep-21,0,0.99,0,TRUE,FALSE,FALSE,0,lonch.me,lonch.me,,Utilities,11,4
955490,Terror In The Atomic Desert,22-Mar-19,0,2.99,0,TRUE,FALSE,FALSE,11,TensionSplice,TensionSplice,"Single-player,Steam Achievements","Adventure,Indie",8,4
552350,Unhappy Ever After,20-Jan-17,0,0.99,2,TRUE,TRUE,TRUE,0,Warped Tales,Warped Tales,"Single-player,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG",16,10
42500,DogFighter,14-Jun-10,0,0.99,0,TRUE,FALSE,FALSE,29,Dark Water Studios Ltd,Instinct Software Ltd.,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie",258,166
1195610,March Of Soldiers,01-Jul-20,0,1.99,0,TRUE,FALSE,FALSE,0,"FAYEZ ALRASHEEDI,WADE AIZOUKY,KHALED ALRASHEEDI",THE MARCH OF KWF,Single-player,"Action,Strategy,Early Access",1,0
1095380,Bepuzzled Kittens Jigsaw Puzzle,11-Jun-19,0,1.99,0,TRUE,TRUE,TRUE,0,Team Spikkeee,Spikkeee,Single-player,Casual,7,2
1158910,Dream Detective,04-Dec-19,0,7.99,0,TRUE,FALSE,FALSE,0,Century Game,Century Game,"Single-player,Steam Cloud","Adventure,Casual,Indie",16,8
1194940,Tower of Shades,15-Jan-20,0,1.99,0,TRUE,FALSE,FALSE,0,Lame Jam,Lame Jam,Single-player,"Indie,RPG",35,8
262150,Vanguard Princess,03-Mar-14,0,2.49,7,TRUE,TRUE,TRUE,0,Tomoaki Sugeno,eigoMANGA,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Remote Play Together","Action,Casual,Indie",2014,841
1192900,IRON REBELLION,09-Nov-21,0,11.99,0,TRUE,FALSE,FALSE,0,Black Beach Studio,Black Beach Studio,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer","Action,Indie,Early Access",168,39
866150,Treasures of the Ancients: Egypt,06-Jun-18,0,0.99,0,TRUE,FALSE,FALSE,0,"Garage Games,Jan Hess",Garage Games,"Single-player,Steam Achievements","Adventure,Casual,Indie",55,91
231330,Deadfall Adventures,15-Nov-13,0,19.99,0,TRUE,FALSE,TRUE,50,The Farm 51,THQ Nordic,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure",1716,628
1056520,Who We Are Now,07-May-19,0,14.99,2,TRUE,TRUE,TRUE,0,Chroma Field Games,Chroma Field Games,Single-player,Indie,0,0
897820,Reigns: Game of Thrones,18-Oct-18,0,3.99,0,TRUE,TRUE,TRUE,10,Nerial,Devolver Digital,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,RPG",698,203
658970,CasinoRPG,16-Jan-18,0,0,0,TRUE,TRUE,FALSE,211,GoldFire Studios,GoldFire Studios,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases","Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation",138,84
1777550,Fuyu no Tsuma,15-Oct-21,0,1.99,0,TRUE,FALSE,FALSE,0,?????,?????,Single-player,"Action,Adventure,Indie",2,2
552520,Far Cry� 5,26-Mar-18,17,59.99,5,TRUE,FALSE,FALSE,0,"Ubisoft Montreal,Red Storm,Ubisoft Shanghai,Ubisoft Toronto,Ubisoft Kiev",Ubisoft,"Single-player,Multi-player,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Includes level editor","Action,Adventure",100620,25286
718350,Loot Collection: Mahjong,05-Oct-17,0,0.55,0,TRUE,FALSE,FALSE,0,Boogygames Studios,Boogygames Studios,Single-player,"Adventure,Casual,Indie,Simulation,Strategy",2,3
433450,INFERNO CLIMBER,08-Sep-16,0,14.99,0,TRUE,FALSE,FALSE,34,Arc System Works,Arc System Works,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",60,46
1709450,Grim Tales: The Heir Collector's Edition,30-Jul-21,0,9.99,0,TRUE,FALSE,FALSE,0,Elephant Games,Big Fish Games,Single-player,"Adventure,Casual",7,1
1431470,Mythos Ever After: A Cthulhu Dating Sim,28-Oct-20,0,4.99,0,TRUE,FALSE,TRUE,18,Stegalosaurus Game Development,Stegalosaurus Game Development,"Single-player,Steam Achievements","Adventure,Indie",1,0
1794920,Pool Adventure,07-Nov-21,0,0.99,0,TRUE,FALSE,FALSE,0,Uintani,Uintani,Single-player,"Adventure,Indie",0,0
1959480,Eternal Edge Prologue,05-May-22,0,0,0,TRUE,FALSE,FALSE,0,"Righteous Weasel Games,Ignatios Prouctions LLC","Sedoc LLC,GrabTheGames","Single-player,Full controller support","Action,Adventure,RPG",0,0
763550,A Journey Through Valhalla,12-Sep-21,0,5.99,0,TRUE,FALSE,FALSE,20,Team S�mst,Team S�mst,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements","Action,Adventure,RPG",3,3
1445370,COUNTDOWN,10-Jan-21,0,0.99,0,TRUE,FALSE,FALSE,0,Hello Friend LLC,Hello Friend LLC,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op","Action,Indie,Early Access",6,1
464230,Colours of Magic: Aqua Teeter,25-Apr-16,0,0.99,0,TRUE,TRUE,TRUE,17,RunServer,RunServer,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie",69,17
1293830,Forza Horizon 4,09-Mar-21,0,59.99,15,TRUE,FALSE,FALSE,178,Playground Games,Xbox Game Studios,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Racing,122539,15095
1509640,Viking Warrior,19-Jan-21,0,3.99,0,TRUE,FALSE,FALSE,0,VikingWarrior,VikingWarrior,Single-player,"Action,Adventure,Indie,RPG",2,17
1135380,???????,03-Oct-19,0,3.99,0,TRUE,FALSE,FALSE,0,?????,?????,Single-player,Indie,6,4
1944730,Square Keeper,09-Jun-22,0,4.99,0,TRUE,FALSE,FALSE,12,KanakStudio,JanduSoft,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie",10,0
1144900,Pension Day,03-Sep-19,0,0.99,0,TRUE,FALSE,FALSE,0,Julian Henley,Julian Henley,Single-player,"Action,Casual",0,1
306350,Slipstream 5000,09-Oct-15,0,2.99,0,TRUE,FALSE,FALSE,0,"Gremlin Interactive,The Software Refinery",Funbox Media Ltd,"Single-player,Steam Trading Cards","Action,Racing,Sports",283,92
1684530,100 Doors: Escape from Work,01-Mar-22,0,9.99,0,TRUE,TRUE,FALSE,14,Peaksel,Peaksel,Single-player,Casual,7,2
1557480,Project MIKHAIL: A Muv-Luv War Story,01-Nov-21,0,19.99,0,TRUE,FALSE,FALSE,0,"aNCHOR Inc.,fuzz, Inc.",aNCHOR Inc.,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support","Action,Adventure,RPG,Simulation,Strategy,Early Access",328,253
1128520,Rezist: Tower Defense,26-Sep-19,0,0.99,0,TRUE,FALSE,FALSE,0,SparkGames,SparkGames,Single-player,"Indie,Strategy",8,0
12140,Max Payne,06-Jan-11,17,3.49,0,TRUE,FALSE,FALSE,0,Remedy Entertainment,Rockstar Games,Single-player,Action,9516,1114
1647430,Black Mansion,15-Jun-21,0,6.99,0,TRUE,FALSE,FALSE,0,PICTOLOGI,PICTOLOGI,Single-player,"Action,Adventure,Indie",1,0
1845050,Mirrorama,12-Jan-22,0,7.49,0,TRUE,TRUE,TRUE,13,Berry Berry Niceu,Berry Berry Niceu,"Single-player,Steam Achievements","Adventure,Casual,Indie",17,0
1163340,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,05-Jun-20,0,29.99,3,TRUE,TRUE,FALSE,0,"Avalon Digital,Cyril Jarnot",Avalon Digital,"Single-player,Multi-player,Cross-Platform Multiplayer","Simulation,Strategy",180,27
1608620,Ballistic Machines,11-Jun-21,0,1.99,0,TRUE,FALSE,FALSE,0,Ballistic Machine,Ballistic Machine,"Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together","Action,Casual,Indie,Early Access",0,0
541570,Sally Face - Episode One,14-Dec-16,0,2.99,1,TRUE,TRUE,TRUE,35,Portable Moose,Portable Moose,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Indie",11739,367
1119070,Shibui Coliseum,29-Oct-19,0,5.99,0,TRUE,FALSE,FALSE,0,Soiree Games,Soiree Games,Single-player,"Action,Indie",0,0
1292520,Crimson Spires,27-Oct-20,0,19.99,1,TRUE,FALSE,FALSE,14,Woodsy Studio,Woodsy Studio,"Single-player,Steam Achievements,Full controller support","Adventure,Indie",51,6
1467330,Endline,29-Mar-21,0,4.99,0,TRUE,FALSE,TRUE,12,Miniced,Miniced,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie",1,0
1624600,Realms VR,30-Sep-21,0,4.24,0,TRUE,FALSE,FALSE,0,"Madman Games,RattlerCreed",Madman Games,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Full controller support,Steam Leaderboards","Action,Adventure,Casual,Indie,Racing,Early Access",7,2
870000,AmazeD 3D,14-Jul-18,0,0,0,TRUE,TRUE,FALSE,10,Retrover Games,Retrover Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Adventure,Casual,Indie,RPG,Strategy",4,6
1621490,MagicShop3D,19-Jun-22,0,9.99,0,TRUE,FALSE,FALSE,0,FireArmGames,FireArmGames,Single-player,Action,0,0
768060,The Warrior Of Treasures,03-Jan-18,0,0.49,0,TRUE,FALSE,FALSE,0,"Tero Lunkka,BlackThug",Tero Lunkka,Single-player,"Action,Adventure,Indie",31,13
1746130,Onmyoji in the Otherworld: Sayaka's Story,21-Sep-21,0,19.99,0,TRUE,FALSE,FALSE,0,Debonosu Works,Shiravune,"Single-player,Partial Controller Support,Steam Cloud","Adventure,Strategy",0,0
1281400,Good Knight,17-Sep-21,0,14.99,0,TRUE,FALSE,TRUE,24,Team Good Knight,Doublethink Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play Together","Action,Casual,Indie,Early Access",69,0
372890,Red Crow Mysteries: Legion,28-May-15,0,3.99,0,TRUE,FALSE,FALSE,0,Cateia Games,Cateia Games,Single-player,"Adventure,Casual,Indie",10,26
1023420,???????? ~????????~,31-Jul-20,0,24.99,0,TRUE,FALSE,FALSE,0,Flying Panjandrum / ?????????????,Flying Panjandrum / ?????????????,Single-player,"Adventure,Indie,Simulation,Strategy",0,1
1141880,Crazy Critters - Combat Cats,22-May-20,0,3.99,0,TRUE,FALSE,FALSE,12,Aligned Games,Aligned Games,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements","Action,Casual,Indie,Massively Multiplayer",15,3
1022840,The Adventures of Jason and the Argonauts,08-Feb-19,0,4.99,0,TRUE,FALSE,FALSE,0,PixQuake,HH-Games,Single-player,"Action,Casual,Indie,Strategy",20,4
652160,DC Wonder: Unlimited,14-Jun-17,0,4.99,0,TRUE,FALSE,FALSE,0,Nucleax,Nucleax,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie",1,0
968580,Halloween Puzzles,06-Nov-18,0,0.49,0,TRUE,FALSE,FALSE,0,Boogygames Studios,Boogygames Studios,Single-player,"Adventure,Casual,Indie,Simulation,Sports,Strategy",1,2
1131550,I Walk Among Zombies Vol. 3,15-Dec-20,0,14.99,1,TRUE,FALSE,FALSE,0,Seacoxx,Sekai Project,Single-player,Adventure,168,18
1729790,Escape From School,07-Sep-21,0,0,0,TRUE,FALSE,FALSE,7,Tudor Sandru,Tudor Sandru,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements","Action,Adventure,Free to Play,Indie",102,32
368080,Aurion: Legacy of the Kori-Odan,14-Apr-16,0,14.99,1,TRUE,FALSE,FALSE,159,Kiro'o Games,Dear Villagers,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats","Action,Adventure,Indie,RPG",207,98
572510,Superola Champion Edition,14-Jul-22,0,4.99,1,TRUE,FALSE,FALSE,46,Undercoders,JanduSoft,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Adventure,Casual,Indie",12,0
1225870,Hentai Girlfriend Simulator,31-Jan-20,18,1.19,0,TRUE,FALSE,FALSE,3,Slippy Floor,Slippy Floor,Single-player,"Indie,Simulation",0,0
1232510,Teleporter: World of Gamers (Alpha),May-20,0,0,0,TRUE,FALSE,FALSE,0,Teleporter Realities Inc.,Teleporter Realities Inc.,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op","Free to Play,Massively Multiplayer,RPG,Simulation,Early Access",44,9
1066890,Automobilista 2,30-Jun-20,0,23.99,11,TRUE,FALSE,FALSE,0,Reiza Studios,Reiza Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Full controller support","Racing,Simulation,Sports",4278,491
817370,Marching Simulator,29-Jul-18,0,0,0,TRUE,FALSE,FALSE,0,Marching Simulator,Marching Simulator,Single-player,"Free to Play,Simulation,Early Access",35,11
1662060,Moon Farming - Prologue,06-Jan-22,0,0,0,TRUE,FALSE,FALSE,7,SimulaM,PlayWay S.A,Single-player,"Adventure,Casual,Indie,Simulation,Strategy",0,0
457140,Oxygen Not Included,30-Jul-19,0,24.99,2,TRUE,TRUE,TRUE,45,Klei Entertainment,Klei Entertainment,"Single-player,Steam Trading Cards","Indie,Simulation",82902,3014
1774810,Laruaville 10 Match 3 Puzzle,17-Oct-21,0,6.99,0,TRUE,FALSE,FALSE,0,LGT SIA,LGT SIA,Single-player,"Casual,Indie",1,1
1886290,Slot Shots Pinball Collection,21-Jun-22,0,9.99,0,TRUE,FALSE,FALSE,25,Pinblend Studios,Pinblend Studios,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Casual,Simulation,Sports,Strategy,Early Access",12,0
1514360,Laid-Back Camp - Virtual - Lake Motosu,03-Mar-21,0,13.99,0,TRUE,FALSE,FALSE,9,"Gemdrops, Inc.","Gemdrops, Inc.,Clouded Leopard Entertainment Inc.","Single-player,Steam Achievements,Steam Cloud","Adventure,Casual",245,70
1374280,Kor,23-Dec-21,0,9.99,0,TRUE,FALSE,FALSE,8,Goadstool,Goadstool,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG,Strategy",50,0
863490,Bighead Runner,07-Jun-18,0,0.99,1,TRUE,FALSE,FALSE,199,NukGames,NukGames,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Adventure,Casual,Indie",82,26
396640,TowerClimb,22-Sep-15,0,14.99,1,TRUE,FALSE,FALSE,0,Davioware and Quazi,Davioware and Quazi,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Adventure,Indie,RPG",288,28
726020,Mission Ammunition,27-Oct-17,0,0.49,1,TRUE,TRUE,TRUE,18,Quantized Bit,Quantized Bit,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie",61,16
424060,The Glow,10-Dec-15,0,3.99,0,TRUE,FALSE,FALSE,11,Brainwashing games,Brainwashing games,"Single-player,Steam Achievements","RPG,Strategy",8,16
1943590,????? Playtest,24-Mar-22,0,0,0,TRUE,FALSE,FALSE,0,,,,,0,0
1995240,Deer Journey,21-Jul-22,0,5.39,0,TRUE,FALSE,FALSE,2,Pablo Picazo,Pablo Picazo,"Single-player,Full controller support","Adventure,Indie",0,0
514870,Fat City,22-Oct-18,10,9.99,0,TRUE,FALSE,FALSE,19,Heavy Iron Studios,"Heavy Iron Studios, Inc.","Single-player,Steam Achievements,Full controller support,Remote Play on TV","Casual,Indie,Strategy",3,0
548290,Dark Eden,28-Nov-16,0,0,0,TRUE,FALSE,FALSE,0,SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,"Multi-player,MMO,PvP,Online PvP","Free to Play,Massively Multiplayer,RPG",124,132
695420,Hex: Origins,23-Sep-17,0,1.99,0,TRUE,TRUE,TRUE,19,Pretty Bat Games,Pretty Bat Games,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Casual,Indie",8,0
1241110,ANARCHY,07-May-20,0,0,0,TRUE,FALSE,FALSE,0,NewProjekt,NewProjekt,Single-player,"Action,Adventure,Casual,Indie",12,6
587490,Dark Throne,03-Mar-17,0,0.99,0,TRUE,FALSE,FALSE,80,Marcin Mikolajczyk,Back To Basics Gaming,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,RPG",17,17
546050,Puyo Puyo?Tetris�,27-Feb-18,0,19.99,0,TRUE,FALSE,FALSE,42,"Sonic Team,Bitbaboon",SEGA,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Casual",4181,806
301700,Numba Deluxe,23-May-14,0,2.99,0,TRUE,FALSE,FALSE,0,Cobra Mobile,KISS ltd,Single-player,Casual,164,95
2004200,Pickup One,03-Jun-22,0,19.99,0,TRUE,FALSE,FALSE,0,seagull home,Pickup One,Single-player,"Casual,Indie,Racing",0,1
1588070,DuckMan,17-Apr-21,0,3.99,0,TRUE,FALSE,FALSE,5,Reforged Group,Reforged Group,"Single-player,Steam Achievements","Action,Indie",2,8
730310,DYNASTY WARRIORS 9,13-Feb-18,0,44.99,167,TRUE,FALSE,FALSE,44,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together",Action,3075,6009
242530,The Chaos Engine,29-Aug-13,0,9.99,0,TRUE,TRUE,TRUE,34,"Abstraction Games,The Bitmap Brothers",Rebellion,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together",Action,245,130
1372570,Domino House,28-Oct-20,0,7.99,0,TRUE,TRUE,TRUE,9,Purple Cable,Purple Cable,"Single-player,Steam Achievements","Adventure,Indie",21,1
1345820,Ragnarock,15-Jul-21,0,16.24,17,TRUE,FALSE,FALSE,11,WanadevStudio,WanadevStudio,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements","Casual,Indie,Racing,Sports",2108,111
420270,Into the Void,04-Dec-15,0,1.99,0,TRUE,TRUE,TRUE,19,Mozg Labs,Mozg Labs,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,RPG,Strategy",80,50
435790,10 Second Ninja X,19-Jul-16,0,0.99,0,TRUE,FALSE,FALSE,12,Four Circle Interactive,Curve Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play on TV","Action,Indie",2083,481
926310,??!?????? Love Story of Sparrow,01-Feb-19,0,0.99,0,TRUE,TRUE,FALSE,40,?????,?????,"Single-player,Steam Achievements,Captions available","Adventure,Casual,Indie",242,27
788020,Critical Gravity,16-Dec-19,0,9.99,0,TRUE,FALSE,FALSE,61,MOGA Creative,MOGA Creative,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Stats,Steam Leaderboards","Action,Casual,Indie,Racing,Simulation,Sports,Strategy",6,2
467400,Go For Launch: Mercury,04-Jul-21,0,9.99,0,TRUE,FALSE,FALSE,0,Joe Chisholm,Joe Chisholm,Single-player,"Action,Indie,Simulation",53,11
856730,ARENA 8,16-May-18,0,0.49,0,TRUE,FALSE,FALSE,0,Artur Rezende,PROATIV GAMES,Single-player,"Action,Casual,Indie",1,3
1106950,Furries & Scalies: Friendswood,31-Jan-20,0,9.99,0,TRUE,FALSE,TRUE,27,Stegalosaurus Game Development,Stegalosaurus Game Development,"Single-player,Steam Achievements","Adventure,Casual,Indie,RPG",1,0
1274570,DEVOUR,28-Jan-21,0,3.99,2,TRUE,TRUE,FALSE,74,Straight Back Games,Straight Back Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Indie,41425,3672
